age, job , marital , education , default , balance , housing , loan , contact , day , month , duration , campaign , pdays , previous , poutcome , y 
52, retired , married , secondary , no ,5057, no , no , cellular ,17, nov ,104,1,-1,0, unknown , no 
32, management , single , tertiary , no ,135, yes , yes , cellular ,18, nov ,67,1,-1,0, unknown , no 
38, technician , single , tertiary , no ,0, no , yes , cellular ,11, jul ,260,2,-1,0, unknown , no 
46, technician , married , secondary , no ,2045, yes , no , cellular ,21, nov ,281,2,-1,0, unknown , no 
34, blue-collar , married , secondary , no ,182, no , no , cellular ,6, aug ,938,2,-1,0, unknown , yes 
35, blue-collar , married , primary , no ,46, no , no , cellular ,8, jul ,338,3,-1,0, unknown , no 
42, management , divorced , tertiary , no ,5037, no , no , cellular ,16, jul ,100,6,84,14, success , no 
38, technician , single , tertiary , no ,4325, yes , no , unknown ,6, may ,87,1,-1,0, unknown , no 
30, services , married , secondary , no ,357, yes , no , unknown ,27, may ,659,4,-1,0, unknown , no 
25, management , married , tertiary , no ,127, yes , no , cellular ,18, may ,695,2,-1,0, unknown , no 
38, housemaid , married , secondary , no ,1508, no , yes , cellular ,8, jul ,306,2,-1,0, unknown , no 
53, blue-collar , married , primary , no ,901, no , yes , telephone ,30, jan ,1431,2,-1,0, unknown , no 
50, blue-collar , divorced , primary , no ,15, yes , no , cellular ,12, may ,173,2,350,7, failure , no 
23, student , single , secondary , no ,107, no , no , cellular ,13, apr ,256,5,181,2, success , yes 
66, retired , married , secondary , no ,2326, no , yes , cellular ,18, feb ,232,1,181,1, success , yes 
48, technician , single , secondary , no ,-347, no , yes , cellular ,7, aug ,84,2,-1,0, unknown , no 
30, management , single , tertiary , no ,4, no , no , cellular ,27, aug ,51,3,-1,0, unknown , no 
35, unemployed , single , tertiary , no ,4959, no , no , cellular ,29, jan ,91,2,-1,0, unknown , no 
52, management , divorced , tertiary , yes ,0, no , no , cellular ,24, jul ,335,1,-1,0, unknown , no 
31, management , single , tertiary , no ,319, yes , no , cellular ,11, aug ,565,2,-1,0, unknown , no 
48, blue-collar , married , primary , no ,816, yes , no , cellular ,31, jul ,114,7,-1,0, unknown , no 
35, services , divorced , secondary , no ,67, yes , no , cellular ,5, may ,192,2,-1,0, unknown , no 
49, self-employed , married , tertiary , no ,1791, no , no , cellular ,25, sep ,139,1,-1,0, unknown , no 
72, retired , married , secondary , no ,676, no , no , cellular ,25, aug ,188,3,-1,0, unknown , no 
59, blue-collar , married , primary , no ,14, yes , yes , unknown ,20, may ,355,1,-1,0, unknown , no 
33, blue-collar , married , secondary , no ,1834, yes , no , cellular ,7, jul ,117,3,-1,0, unknown , no 
53, management , married , secondary , no ,90, yes , no , telephone ,20, apr ,67,5,-1,0, unknown , no 
36, management , married , unknown , no ,0, no , no , unknown ,5, jun ,131,1,-1,0, unknown , no 
32, management , single , secondary , no ,3829, no , yes , cellular ,20, nov ,267,1,-1,0, unknown , no 
27, blue-collar , married , secondary , no ,5505, yes , yes , cellular ,25, jul ,134,1,-1,0, unknown , no 
24, technician , single , secondary , no ,1371, yes , yes , cellular ,7, may ,166,2,-1,0, unknown , no 
51, services , married , secondary , no ,272, no , yes , cellular ,8, jul ,217,1,-1,0, unknown , no 
60, housemaid , married , unknown , no ,15681, no , no , cellular ,30, jul ,140,3,-1,0, unknown , no 
35, services , married , primary , no ,31, no , yes , cellular ,19, nov ,131,3,133,3, failure , no 
35, management , single , secondary , no ,138, yes , yes , cellular ,17, jul ,79,1,-1,0, unknown , no 
51, unemployed , divorced , tertiary , no ,0, no , no , cellular ,31, jul ,574,2,-1,0, unknown , yes 
34, management , married , tertiary , no ,6463, yes , no , cellular ,21, nov ,40,1,-1,0, unknown , no 
57, housemaid , divorced , primary , no ,492, no , no , telephone ,21, nov ,181,2,-1,0, unknown , no 
35, technician , divorced , secondary , no ,2823, yes , no , cellular ,26, feb ,74,1,24,1, failure , no 
53, management , married , tertiary , no ,1624, no , no , cellular ,30, apr ,284,3,84,3, success , yes 
33, services , married , secondary , no ,1397, yes , no , cellular ,16, apr ,370,1,146,3, failure , no 
31, student , single , tertiary , no ,0, no , no , cellular ,4, may ,47,2,-1,0, unknown , no 
45, management , single , tertiary , no ,0, no , no , cellular ,27, may ,114,1,-1,0, unknown , no 
24, blue-collar , single , secondary , no ,-398, yes , no , cellular ,18, may ,14,3,355,4, other , no 
47, technician , married , tertiary , yes ,-813, yes , yes , cellular ,21, nov ,85,2,158,25, failure , no 
48, management , married , secondary , no ,0, yes , yes , cellular ,3, nov ,1233,1,351,2, failure , yes 
29, management , single , tertiary , no ,428, no , no , cellular ,22, may ,293,2,-1,0, unknown , yes 
48, admin. , divorced , secondary , no ,0, no , yes , cellular ,11, jul ,487,3,-1,0, unknown , no 
31, blue-collar , married , primary , no ,-365, yes , no , cellular ,15, may ,36,1,-1,0, unknown , no 
57, housemaid , divorced , primary , no ,113, no , no , unknown ,18, jun ,378,2,-1,0, unknown , no 
56, admin. , married , unknown , no ,681, no , no , cellular ,13, aug ,900,2,-1,0, unknown , no 
32, unemployed , single , tertiary , no ,336, yes , no , unknown ,8, may ,139,1,-1,0, unknown , no 
31, admin. , single , secondary , no ,2076, no , yes , cellular ,18, nov ,178,1,127,7, other , no 
53, management , married , tertiary , no ,7249, yes , yes , cellular ,19, nov ,350,1,-1,0, unknown , no 
59, unemployed , single , primary , no ,7724, no , no , cellular ,21, nov ,373,3,-1,0, unknown , yes 
57, retired , single , primary , no ,604, no , no , cellular ,19, nov ,187,1,-1,0, unknown , no 
38, self-employed , married , secondary , no ,581, yes , no , cellular ,4, feb ,281,5,-1,0, unknown , no 
32, management , married , tertiary , yes ,2, no , no , cellular ,8, jul ,82,1,-1,0, unknown , no 
35, management , single , tertiary , no ,2928, yes , no , cellular ,18, nov ,54,1,-1,0, unknown , no 
78, retired , divorced , secondary , no ,3417, no , no , cellular ,12, may ,309,1,181,1, success , yes 
57, retired , married , tertiary , no ,1180, yes , yes , unknown ,14, may ,191,2,-1,0, unknown , no 
45, admin. , married , secondary , no ,251, yes , no , cellular ,19, aug ,102,2,-1,0, unknown , no 
31, blue-collar , single , primary , no ,-502, yes , no , unknown ,29, may ,76,4,-1,0, unknown , no 
51, entrepreneur , divorced , tertiary , no ,58, yes , no , cellular ,30, jan ,93,1,2,1, other , no 
56, blue-collar , married , secondary , no ,0, no , no , unknown ,11, jun ,142,2,-1,0, unknown , no 
56, self-employed , married , secondary , no ,800, no , yes , cellular ,9, jul ,170,1,-1,0, unknown , no 
50, management , married , secondary , no ,0, yes , yes , cellular ,7, may ,55,1,-1,0, unknown , no 
26, entrepreneur , married , tertiary , no ,79, yes , yes , unknown ,9, may ,346,3,-1,0, unknown , no 
29, management , married , tertiary , no ,137, yes , yes , unknown ,15, may ,1088,2,-1,0, unknown , no 
34, technician , single , secondary , no ,399, yes , no , unknown ,2, jun ,493,3,-1,0, unknown , no 
54, blue-collar , married , primary , no ,2933, yes , no , unknown ,15, may ,144,2,-1,0, unknown , no 
36, blue-collar , married , secondary , no ,138, yes , no , unknown ,4, jun ,84,3,-1,0, unknown , no 
60, retired , single , tertiary , no ,568, no , no , unknown ,17, jun ,81,1,-1,0, unknown , no 
39, entrepreneur , divorced , secondary , no ,990, yes , no , cellular ,23, jul ,55,1,-1,0, unknown , no 
32, management , married , tertiary , no ,2172, yes , no , cellular ,22, aug ,306,4,-1,0, unknown , no 
37, admin. , divorced , secondary , no ,5768, yes , no , cellular ,18, may ,297,1,-1,0, unknown , no 
35, technician , divorced , secondary , no ,515, yes , yes , cellular ,29, aug ,114,3,-1,0, unknown , no 
39, housemaid , married , unknown , no ,9716, no , no , unknown ,20, jun ,86,2,-1,0, unknown , no 
29, technician , single , tertiary , no ,0, yes , no , cellular ,7, may ,347,2,337,6, failure , yes 
28, management , single , tertiary , no ,0, yes , no , cellular ,16, jul ,767,5,-1,0, unknown , yes 
43, management , married , secondary , no ,375, yes , no , unknown ,6, may ,196,2,-1,0, unknown , no 
44, management , divorced , tertiary , no ,213, yes , no , cellular ,20, apr ,65,2,-1,0, unknown , no 
38, self-employed , married , secondary , no ,-17, yes , no , cellular ,17, apr ,110,3,326,1, other , no 
58, retired , married , primary , no ,358, no , no , cellular ,21, aug ,396,2,-1,0, unknown , no 
28, technician , married , tertiary , no ,161, yes , no , cellular ,20, apr ,268,2,-1,0, unknown , no 
61, retired , married , primary , no ,8729, no , no , cellular ,30, oct ,480,1,-1,0, unknown , yes 
34, technician , single , secondary , no ,3, yes , yes , cellular ,24, jul ,71,1,-1,0, unknown , no 
54, entrepreneur , married , secondary , no ,0, no , yes , cellular ,15, jul ,209,4,-1,0, unknown , no 
55, admin. , married , secondary , no ,1102, yes , no , unknown ,15, may ,126,2,-1,0, unknown , no 
35, technician , married , secondary , no ,1144, no , no , cellular ,20, aug ,197,13,-1,0, unknown , no 
31, services , single , secondary , no ,-205, no , no , cellular ,1, sep ,481,1,579,1, failure , yes 
32, management , single , tertiary , no ,999, yes , no , cellular ,20, nov ,50,1,-1,0, unknown , no 
52, management , single , tertiary , no ,824, no , no , cellular ,8, may ,466,1,354,2, failure , no 
35, blue-collar , single , secondary , no ,546, yes , no , cellular ,13, may ,161,2,-1,0, unknown , no 
31, student , single , secondary , no ,0, no , no , cellular ,22, sep ,173,1,-1,0, unknown , no 
31, technician , married , tertiary , no ,15, no , no , unknown ,2, jun ,389,1,-1,0, unknown , no 
32, admin. , single , tertiary , no ,-59, no , yes , unknown ,4, jul ,192,1,-1,0, unknown , no 
33, admin. , single , tertiary , no ,701, yes , no , cellular ,18, may ,59,2,-1,0, unknown , no 
35, blue-collar , married , secondary , no ,1209, yes , no , unknown ,26, may ,304,3,-1,0, unknown , no 
39, services , married , secondary , no ,207, no , no , unknown ,6, jun ,78,2,-1,0, unknown , no 
57, housemaid , married , secondary , no ,158, yes , no , telephone ,10, jul ,73,1,-1,0, unknown , no 
26, technician , divorced , tertiary , no ,3154, yes , yes , unknown ,27, may ,121,1,-1,0, unknown , no 
42, self-employed , married , tertiary , no ,83, yes , no , cellular ,20, aug ,140,4,-1,0, unknown , no 
48, admin. , divorced , secondary , no ,-513, yes , no , cellular ,5, may ,54,4,362,1, other , no 
45, management , married , primary , no ,4758, yes , no , cellular ,5, may ,632,5,287,6, success , no 
37, blue-collar , divorced , secondary , no ,625, yes , no , cellular ,15, may ,68,4,359,2, failure , no 
32, blue-collar , single , secondary , no ,127, yes , no , cellular ,5, may ,195,1,-1,0, unknown , no 
52, technician , married , secondary , no ,1490, no , yes , unknown ,17, jun ,420,4,-1,0, unknown , no 
30, self-employed , married , secondary , no ,1772, yes , no , cellular ,13, apr ,158,4,-1,0, unknown , no 
49, blue-collar , married , primary , no ,923, no , no , unknown ,20, jun ,471,2,-1,0, unknown , no 
39, admin. , divorced , unknown , no ,64, yes , no , cellular ,18, jul ,147,1,-1,0, unknown , no 
26, technician , single , tertiary , no ,1118, yes , no , unknown ,4, jun ,209,2,-1,0, unknown , no 
30, management , married , tertiary , no ,604, no , no , cellular ,25, aug ,132,2,-1,0, unknown , no 
43, admin. , married , secondary , no ,764, yes , no , cellular ,2, feb ,118,1,-1,0, unknown , no 
39, management , married , tertiary , no ,0, no , no , cellular ,30, apr ,342,3,22,3, other , yes 
36, blue-collar , married , primary , no ,448, yes , no , unknown ,5, may ,286,1,-1,0, unknown , no 
37, management , single , tertiary , no ,33, yes , no , cellular ,12, mar ,186,1,-1,0, unknown , yes 
47, services , married , primary , no ,675, no , no , cellular ,7, aug ,152,2,-1,0, unknown , no 
56, entrepreneur , married , tertiary , no ,-65, yes , no , unknown ,30, jun ,45,2,-1,0, unknown , no 
36, admin. , married , secondary , no ,234, yes , no , unknown ,27, may ,219,1,-1,0, unknown , no 
47, blue-collar , married , unknown , no ,1044, yes , no , cellular ,12, may ,208,6,371,1, failure , no 
32, technician , married , secondary , no ,484, yes , no , cellular ,15, feb ,83,6,187,3, success , yes 
61, admin. , divorced , secondary , no ,4519, no , no , cellular ,6, sep ,145,1,391,11, other , no 
26, services , single , secondary , no ,8206, yes , no , unknown ,13, may ,213,2,-1,0, unknown , no 
52, blue-collar , married , secondary , no ,594, no , no , telephone ,29, jul ,178,2,-1,0, unknown , no 
57, admin. , divorced , secondary , yes ,-435, yes , yes , cellular ,6, feb ,89,5,273,2, failure , no 
36, blue-collar , married , unknown , no ,722, yes , no , cellular ,18, nov ,242,1,182,2, failure , no 
28, blue-collar , married , secondary , no ,373, yes , no , cellular ,14, may ,10,9,344,1, failure , no 
33, unknown , married , tertiary , no ,0, yes , no , unknown ,20, jun ,27,16,-1,0, unknown , no 
26, blue-collar , single , secondary , no ,311, yes , no , cellular ,7, may ,798,2,-1,0, unknown , yes 
33, management , single , tertiary , no ,3161, yes , no , cellular ,2, apr ,313,3,-1,0, unknown , yes 
24, student , single , secondary , no ,1847, no , no , cellular ,9, dec ,390,1,-1,0, unknown , no 
40, blue-collar , married , primary , no ,2880, yes , no , unknown ,6, may ,145,2,-1,0, unknown , no 
37, services , divorced , secondary , no ,398, yes , yes , unknown ,5, may ,214,2,-1,0, unknown , no 
39, admin. , married , secondary , no ,104, yes , no , unknown ,6, may ,412,1,-1,0, unknown , no 
35, admin. , single , secondary , no ,128, no , no , unknown ,12, jun ,46,1,-1,0, unknown , no 
30, management , married , tertiary , no ,94, yes , no , cellular ,6, may ,87,1,-1,0, unknown , no 
48, blue-collar , married , secondary , no ,-85, yes , no , cellular ,13, may ,56,1,343,1, other , no 
42, management , married , tertiary , no ,7, no , no , cellular ,20, aug ,582,7,-1,0, unknown , no 
22, blue-collar , married , secondary , no ,-295, yes , no , unknown ,26, jun ,150,2,-1,0, unknown , no 
32, technician , single , unknown , no ,317, yes , no , unknown ,21, may ,394,2,-1,0, unknown , no 
31, admin. , single , secondary , no ,1129, yes , no , cellular ,18, may ,145,3,-1,0, unknown , no 
30, services , single , secondary , no ,248, yes , no , cellular ,13, may ,87,1,-1,0, unknown , no 
33, technician , single , tertiary , no ,196, yes , no , cellular ,12, may ,183,5,-1,0, unknown , no 
41, technician , married , secondary , no ,2125, yes , yes , cellular ,28, jul ,433,4,-1,0, unknown , no 
59, admin. , married , secondary , no ,2381, no , no , cellular ,30, apr ,173,2,-1,0, unknown , no 
31, admin. , single , secondary , no ,620, no , no , unknown ,9, may ,166,3,-1,0, unknown , no 
60, retired , single , primary , no ,470, no , no , unknown ,16, jun ,100,2,-1,0, unknown , no 
55, entrepreneur , divorced , secondary , no ,538, yes , no , cellular ,7, aug ,353,2,-1,0, unknown , yes 
39, services , married , secondary , no ,1099, no , no , cellular ,29, jan ,211,2,245,6, failure , no 
39, entrepreneur , married , secondary , no ,0, no , no , unknown ,20, jun ,375,1,-1,0, unknown , no 
24, student , single , unknown , no ,358, no , no , cellular ,14, jun ,245,1,384,1, other , yes 
37, self-employed , married , tertiary , no ,444, yes , no , unknown ,7, may ,401,2,-1,0, unknown , no 
46, technician , married , secondary , no ,0, no , no , telephone ,20, apr ,173,2,-1,0, unknown , no 
26, student , single , tertiary , no ,5741, no , no , cellular ,25, may ,327,1,-1,0, unknown , no 
36, entrepreneur , single , tertiary , no ,145, yes , no , cellular ,18, may ,450,2,304,2, success , no 
38, blue-collar , divorced , secondary , no ,0, yes , no , cellular ,11, may ,580,1,173,1, failure , no 
49, admin. , divorced , secondary , no ,132, yes , no , cellular ,15, may ,98,1,350,1, failure , no 
32, blue-collar , single , secondary , no ,1211, yes , no , unknown ,19, may ,206,4,-1,0, unknown , no 
38, management , married , tertiary , no ,6999, no , no , unknown ,20, jun ,11,2,-1,0, unknown , no 
31, blue-collar , married , primary , no ,7424, yes , no , unknown ,21, oct ,54,1,-1,0, unknown , no 
32, admin. , married , secondary , no ,3540, yes , no , cellular ,18, may ,213,1,178,1, failure , no 
29, services , single , secondary , no ,-453, yes , no , cellular ,21, jul ,213,1,-1,0, unknown , no 
37, management , married , secondary , yes ,33, no , yes , cellular ,17, jul ,117,1,-1,0, unknown , no 
53, management , married , tertiary , no ,1759, no , no , cellular ,2, feb ,220,3,-1,0, unknown , no 
26, self-employed , single , tertiary , no ,458, yes , yes , cellular ,2, feb ,117,7,-1,0, unknown , no 
38, entrepreneur , married , secondary , no ,65, no , no , cellular ,5, feb ,173,1,-1,0, unknown , no 
43, admin. , divorced , secondary , no ,242, yes , no , unknown ,23, may ,174,1,-1,0, unknown , no 
36, technician , divorced , secondary , no ,1451, yes , no , cellular ,23, jul ,192,4,93,17, other , yes 
51, entrepreneur , married , primary , no ,512, no , no , cellular ,18, nov ,328,1,-1,0, unknown , no 
24, unemployed , single , secondary , no ,2696, no , no , cellular ,7, sep ,107,2,-1,0, unknown , no 
41, blue-collar , married , primary , no ,-571, yes , yes , unknown ,26, may ,207,4,-1,0, unknown , no 
23, student , single , secondary , no ,2530, yes , no , cellular ,18, may ,194,3,364,3, other , no 
29, technician , married , secondary , no ,782, yes , no , unknown ,16, may ,131,1,-1,0, unknown , no 
54, housemaid , married , secondary , no ,167, yes , no , unknown ,20, may ,547,7,-1,0, unknown , no 
33, management , single , tertiary , no ,109, no , no , cellular ,21, aug ,122,5,-1,0, unknown , no 
44, services , divorced , secondary , no ,51, yes , yes , unknown ,27, may ,3094,2,-1,0, unknown , yes 
56, management , married , tertiary , no ,14344, yes , no , cellular ,5, feb ,358,1,-1,0, unknown , no 
39, entrepreneur , married , tertiary , no ,0, no , no , cellular ,25, aug ,422,10,-1,0, unknown , no 
46, blue-collar , married , secondary , no ,1685, yes , no , cellular ,29, aug ,203,2,-1,0, unknown , no 
41, management , divorced , tertiary , no ,20479, no , no , cellular ,14, aug ,229,2,-1,0, unknown , no 
53, blue-collar , married , primary , no ,600, yes , no , unknown ,14, may ,139,1,-1,0, unknown , no 
35, unemployed , single , secondary , no ,2116, yes , no , cellular ,13, may ,409,2,-1,0, unknown , no 
32, management , single , tertiary , no ,3097, yes , no , cellular ,20, nov ,167,1,-1,0, unknown , no 
38, technician , married , secondary , no ,10, no , no , cellular ,2, feb ,86,1,161,5, other , no 
31, unemployed , divorced , tertiary , no ,256, yes , no , cellular ,2, feb ,264,1,201,2, success , no 
24, blue-collar , single , secondary , no ,117, yes , yes , unknown ,12, may ,470,1,-1,0, unknown , no 
34, blue-collar , married , secondary , no ,-304, yes , yes , unknown ,2, jun ,178,4,-1,0, unknown , no 
47, management , married , secondary , no ,794, yes , yes , cellular ,17, nov ,564,2,-1,0, unknown , no 
55, technician , married , secondary , no ,150, yes , yes , unknown ,27, may ,285,1,-1,0, unknown , no 
36, blue-collar , married , secondary , no ,0, yes , no , cellular ,5, may ,189,1,-1,0, unknown , no 
54, management , divorced , tertiary , no ,7010, no , no , cellular ,11, mar ,275,2,-1,0, unknown , no 
47, technician , divorced , secondary , no ,598, no , no , cellular ,27, aug ,120,8,-1,0, unknown , no 
55, management , married , tertiary , no ,86, no , no , telephone ,16, jun ,64,1,-1,0, unknown , no 
31, management , single , tertiary , no ,3625, yes , no , cellular ,19, nov ,112,1,180,2, failure , no 
47, technician , married , secondary , no ,417, yes , no , cellular ,14, may ,94,1,-1,0, unknown , no 
32, technician , single , secondary , no ,230, yes , no , cellular ,18, may ,442,1,266,8, failure , yes 
68, retired , married , secondary , no ,1316, no , no , telephone ,4, mar ,92,5,-1,0, unknown , no 
83, retired , single , primary , no ,3349, no , no , telephone ,12, feb ,89,1,-1,0, unknown , no 
25, student , single , tertiary , no ,5, no , no , cellular ,29, sep ,138,1,-1,0, unknown , no 
44, management , married , secondary , no ,438, yes , no , telephone ,9, jul ,42,1,-1,0, unknown , no 
30, student , single , secondary , no ,1681, no , no , cellular ,23, mar ,128,1,106,2, success , yes 
25, management , single , tertiary , no ,702, no , no , cellular ,14, apr ,163,2,-1,0, unknown , no 
33, management , single , tertiary , no ,0, no , no , cellular ,27, aug ,191,4,-1,0, unknown , no 
32, services , married , secondary , no ,442, yes , no , unknown ,8, may ,207,1,-1,0, unknown , no 
53, blue-collar , married , secondary , no ,1797, yes , no , cellular ,2, sep ,128,3,94,5, other , no 
53, blue-collar , married , primary , no ,1868, no , no , cellular ,8, aug ,156,4,-1,0, unknown , no 
31, unemployed , single , secondary , no ,582, yes , no , cellular ,5, jun ,548,2,-1,0, unknown , yes 
32, admin. , single , secondary , no ,146, no , no , unknown ,27, may ,111,10,-1,0, unknown , no 
38, technician , married , tertiary , no ,45, no , no , cellular ,22, jul ,125,4,-1,0, unknown , no 
24, services , single , secondary , yes ,-1414, yes , yes , cellular ,18, may ,171,2,-1,0, unknown , no 
31, admin. , single , tertiary , no ,4129, no , no , cellular ,2, mar ,105,1,182,1, failure , no 
38, management , married , tertiary , no ,2278, yes , yes , cellular ,13, may ,244,1,-1,0, unknown , no 
52, admin. , divorced , secondary , no ,121, yes , no , cellular ,24, jul ,241,2,-1,0, unknown , no 
33, services , married , secondary , no ,386, no , no , cellular ,12, may ,317,1,181,5, success , yes 
37, management , married , tertiary , no ,108, yes , yes , cellular ,4, jun ,262,2,-1,0, unknown , yes 
57, housemaid , divorced , primary , no ,3819, no , no , telephone ,30, jul ,1001,2,-1,0, unknown , no 
44, blue-collar , married , secondary , no ,577, yes , no , unknown ,28, may ,199,3,-1,0, unknown , no 
47, blue-collar , married , secondary , no ,1388, yes , no , cellular ,17, apr ,119,2,-1,0, unknown , no 
37, technician , single , secondary , no ,2139, yes , no , cellular ,14, may ,146,3,-1,0, unknown , no 
83, retired , divorced , primary , no ,46, no , no , cellular ,25, mar ,115,1,-1,0, unknown , yes 
49, technician , divorced , secondary , no ,5, no , no , cellular ,19, aug ,131,2,-1,0, unknown , no 
33, services , married , secondary , no ,0, yes , no , cellular ,29, jan ,578,1,-1,0, unknown , no 
45, management , married , tertiary , no ,160, no , no , cellular ,30, apr ,619,1,-1,0, unknown , yes 
34, management , married , tertiary , no ,0, no , no , cellular ,22, apr ,176,1,-1,0, unknown , no 
55, management , married , unknown , no ,559, no , no , cellular ,28, jan ,271,2,-1,0, unknown , no 
40, management , married , tertiary , no ,315, no , no , cellular ,19, nov ,321,1,-1,0, unknown , no 
29, technician , married , secondary , no ,1599, yes , no , cellular ,28, oct ,95,1,112,2, failure , no 
48, self-employed , married , tertiary , no ,0, no , no , cellular ,30, jul ,100,5,-1,0, unknown , no 
36, self-employed , married , secondary , no ,4579, yes , no , unknown ,5, jun ,563,1,-1,0, unknown , no 
39, management , married , tertiary , no ,2810, no , no , unknown ,9, jun ,77,1,-1,0, unknown , no 
45, entrepreneur , married , tertiary , no ,98, no , no , cellular ,1, jun ,761,2,-1,0, unknown , no 
54, retired , married , secondary , no ,2950, no , no , cellular ,11, aug ,45,2,-1,0, unknown , no 
26, admin. , single , secondary , no ,125, no , no , cellular ,6, oct ,63,1,63,7, failure , no 
28, management , single , tertiary , no ,730, yes , no , cellular ,26, aug ,78,6,85,5, other , no 
36, management , married , tertiary , no ,806, yes , no , unknown ,20, may ,280,1,-1,0, unknown , no 
42, services , married , secondary , no ,-369, no , no , cellular ,14, jul ,72,3,-1,0, unknown , no 
19, student , single , secondary , no ,96, no , no , cellular ,23, apr ,106,3,-1,0, unknown , no 
37, technician , married , tertiary , no ,0, no , no , cellular ,28, aug ,76,1,-1,0, unknown , no 
29, self-employed , married , secondary , no ,123, no , yes , cellular ,21, apr ,158,2,181,1, success , yes 
28, student , single , secondary , no ,891, no , no , telephone ,4, may ,34,6,-1,0, unknown , no 
45, admin. , divorced , secondary , no ,875, yes , yes , unknown ,23, may ,292,2,-1,0, unknown , no 
28, management , single , secondary , no ,292, yes , yes , telephone ,5, feb ,39,1,-1,0, unknown , no 
52, self-employed , married , tertiary , no ,4012, no , no , cellular ,31, aug ,634,3,92,5, other , yes 
33, blue-collar , married , secondary , no ,157, yes , no , cellular ,18, nov ,110,1,182,1, failure , no 
58, management , married , primary , no ,4850, no , no , cellular ,7, jul ,179,2,-1,0, unknown , no 
37, admin. , married , secondary , no ,3427, no , no , cellular ,27, feb ,46,1,-1,0, unknown , no 
28, technician , single , tertiary , no ,0, yes , no , cellular ,25, may ,269,1,40,2, failure , yes 
25, services , single , secondary , no ,162, yes , no , cellular ,1, sep ,531,2,-1,0, unknown , yes 
34, admin. , single , secondary , no ,1, no , no , unknown ,25, jun ,247,1,-1,0, unknown , no 
35, blue-collar , married , primary , no ,105, yes , no , unknown ,8, may ,369,2,-1,0, unknown , no 
43, blue-collar , divorced , secondary , no ,16, yes , no , unknown ,14, may ,485,2,-1,0, unknown , no 
41, technician , married , secondary , no ,-1, no , yes , cellular ,19, aug ,406,2,-1,0, unknown , no 
44, services , married , secondary , no ,0, no , no , cellular ,31, jul ,160,5,-1,0, unknown , no 
27, technician , single , secondary , no ,3485, no , yes , cellular ,25, jul ,282,2,-1,0, unknown , no 
48, blue-collar , married , secondary , no ,0, no , no , cellular ,19, aug ,112,7,-1,0, unknown , no 
39, blue-collar , single , primary , no ,446, yes , no , unknown ,12, may ,183,1,-1,0, unknown , no 
35, management , divorced , tertiary , no ,771, yes , yes , cellular ,18, aug ,221,5,-1,0, unknown , no 
27, management , married , tertiary , no ,4909, no , yes , cellular ,17, jul ,159,3,-1,0, unknown , no 
30, blue-collar , married , primary , no ,-336, no , no , cellular ,10, jul ,128,6,-1,0, unknown , no 
34, technician , married , tertiary , no ,218, no , no , cellular ,5, aug ,109,2,-1,0, unknown , no 
31, admin. , single , secondary , no ,78, no , no , unknown ,20, may ,572,1,-1,0, unknown , no 
34, blue-collar , married , secondary , no ,518, yes , no , cellular ,11, may ,206,1,-1,0, unknown , no 
31, technician , married , tertiary , no ,5119, no , no , cellular ,21, nov ,74,1,-1,0, unknown , no 
55, management , single , secondary , no ,1507, yes , no , cellular ,30, jul ,114,3,-1,0, unknown , no 
53, blue-collar , married , primary , no ,225, no , no , cellular ,18, jul ,171,7,-1,0, unknown , no 
34, technician , married , secondary , no ,65, yes , no , unknown ,8, may ,63,3,-1,0, unknown , no 
60, retired , married , secondary , no ,0, no , no , cellular ,3, feb ,149,1,-1,0, unknown , no 
45, admin. , married , secondary , no ,935, yes , yes , unknown ,28, may ,22,7,-1,0, unknown , no 
31, technician , single , tertiary , no ,491, yes , no , unknown ,8, may ,237,1,-1,0, unknown , no 
31, management , married , tertiary , no ,557, yes , no , cellular ,18, jul ,111,1,-1,0, unknown , no 
36, admin. , single , tertiary , no ,918, yes , no , cellular ,16, apr ,127,2,-1,0, unknown , no 
46, blue-collar , married , secondary , no ,2173, yes , no , unknown ,21, may ,98,5,-1,0, unknown , no 
43, management , married , tertiary , no ,1429, yes , no , cellular ,19, nov ,1015,1,198,2, other , yes 
60, retired , married , tertiary , no ,2196, no , no , cellular ,15, jun ,318,3,-1,0, unknown , no 
49, blue-collar , single , unknown , no ,2222, no , no , unknown ,16, jun ,114,2,-1,0, unknown , no 
57, admin. , married , primary , no ,286, no , no , cellular ,5, aug ,100,3,-1,0, unknown , no 
36, self-employed , married , tertiary , no ,16430, yes , no , cellular ,19, nov ,234,1,166,3, failure , no 
53, admin. , single , secondary , no ,2398, yes , no , cellular ,3, feb ,108,1,92,1, success , no 
30, management , married , tertiary , no ,3134, yes , no , cellular ,17, jul ,124,1,-1,0, unknown , no 
32, blue-collar , single , secondary , no ,313, yes , yes , unknown ,5, jun ,67,2,-1,0, unknown , no 
37, blue-collar , married , primary , no ,643, yes , yes , cellular ,2, feb ,81,3,269,3, other , no 
45, blue-collar , married , primary , no ,1145, no , no , telephone ,10, jul ,156,7,-1,0, unknown , no 
65, retired , married , secondary , no ,3409, no , no , cellular ,15, feb ,92,2,-1,0, unknown , no 
26, technician , single , tertiary , no ,813, yes , no , unknown ,29, may ,140,3,-1,0, unknown , no 
59, management , married , tertiary , no ,1585, no , no , telephone ,28, aug ,91,5,-1,0, unknown , no 
